"","date.local","location","value","unit","country"
"1597","2022-10-06T03:00:00+02:00","Włocławek, ul. Okrzei",13,"µg/m³","PL"
"1598","2022-10-06T03:00:00+02:00","Våland",4.726069,"µg/m³","NO"
"1599","2022-10-06T03:00:00+02:00","Vårveien",0.7,"µg/m³","NO"
"1600","2022-10-06T12:00:00+11:00","Wangaratta",1.22,"µg/m³","AU"
"1601","2022-10-06T03:00:00+02:00","Lensmannsdalen",1.9,"µg/m³","NO"
"1602","2022-10-06T03:00:00+02:00","Toruń, ul. Przy Kaszowniku",14.4,"µg/m³","PL"
"1603","2022-10-06T03:00:00+02:00","Nisko, ul. Szklarniowa",10.0402,"µg/m³","PL"
"1604","2022-10-06T03:00:00+02:00","Kraków, ul. Bulwarowa",15.7029,"µg/m³","PL"
"1605","2022-10-05T22:00:00-03:00","Centro Quintero",20,"µg/m³","CL"
"1606","2022-10-06T06:30:00+05:30","Vidayagiri, Bagalkot - KSPCB",18.29,"µg/m³","IN"
"1607","2022-10-06T03:00:00+02:00","Rådal",4.860814,"µg/m³","NO"
"1608","2022-10-06T06:30:00+05:30","Civil Lines,  Ajmer - RSPCB",75.5,"µg/m³","IN"
"1609","2022-10-05T20:00:00-05:00","SAB-RAME - Sabaneta - I.E. Rafael J. Mejía",3.56051,"µg/m³","CO"
"1610","2022-10-06T06:30:00+05:30","Nehru Nagar, Delhi - DPCC",1,"µg/m³","IN"
"1611","2022-10-06T06:30:00+05:30","ITO, Delhi - CPCB",40,"µg/m³","IN"
"1612","2022-10-06T03:00:00+02:00","Kutno, ul. 1 Maja",10,"µg/m³","PL"
"1613","2022-10-06T03:00:00+02:00","Solheim",1.22,"µg/m³","NO"
"1614","2022-10-06T06:30:00+05:30","Sonia Vihar, Delhi - DPCC",8,"µg/m³","IN"
"1615","2022-10-06T03:00:00+02:00","Warszawa, ul. Wokalna",10.52,"µg/m³","PL"
"1616","2022-10-06T03:00:00+02:00","E6-Tiller",2.532947,"µg/m³","NO"
"1617","2022-10-06T03:00:00+02:00","Wrocław, wyb. Conrada-Korzeniowskiego",8.25747,"µg/m³","PL"
"1618","2022-10-06T03:00:00+02:00","Kransen",0.92074,"µg/m³","NO"
"1619","2022-10-06T03:00:00+02:00","Guty Duże",11.5,"µg/m³","PL"
"1620","2022-10-06T03:00:00+02:00","Grajewo, ul. Wojska Polskiego",13.4,"µg/m³","PL"
"1621","2022-10-06T11:00:00+10:00","Hopeland",2.2,"µg/m³","AU"
"1622","2022-10-06T03:00:00+02:00","Otwock, ul. Brzozowa",17.4,"µg/m³","PL"
"1623","2022-10-06T03:00:00+02:00","Przemyśl, ul. Grunwaldzka",2.34305,"µg/m³","PL"
"1624","2022-10-06T03:00:00+02:00","Opole, ul. Koszyka",3.09156,"µg/m³","PL"
"1625","2022-10-06T03:00:00+02:00","Omkjøringsvegen",1.888028,"µg/m³","NO"
"1626","2022-10-06T03:00:00+02:00","Olav V gate",1.40745,"µg/m³","NO"
"1627","2022-10-06T03:00:00+02:00","Racibórz, Wojska Polskiego",7.96778,"µg/m³","PL"
"1628","2022-10-05T22:00:00-03:00","Puchuncaví",22,"µg/m³","CL"
"1629","2022-10-06T03:00:00+02:00","Nygaardsgata",1.849547,"µg/m³","NO"
"1630","2022-10-06T03:00:00+02:00","Klosterhaugen",4.787639,"µg/m³","NO"
"1631","2022-10-06T03:00:00+02:00","Katowice, ul. Plebiscytowa/A4",10.1912,"µg/m³","PL"
"1632","2022-10-06T03:00:00+02:00","Starachowice, ul. Złota",22.07,"µg/m³","PL"
"1633","2022-10-06T03:00:00+02:00","Katowice, ul. Kossutha",7.2691,"µg/m³","PL"
"1634","2022-10-06T03:00:00+02:00","Szczecin, ul. Andrzejewskiego",9.00843,"µg/m³","PL"
"1635","2022-10-06T06:30:00+05:30","Hebbal 1st Stage, Mysuru - KSPCB",20.11,"µg/m³","IN"
"1636","2022-10-06T03:00:00+02:00","Kannik",3.380414,"µg/m³","NO"
"1637","2022-10-06T03:00:00+02:00","Kędzierzyn-Koźle, ul. Śmiałego",7.32556,"µg/m³","PL"
"1638","2022-10-06T03:00:00+02:00","Jelenia Góra, ul. Ogińskiego",16.5336,"µg/m³","PL"
"1639","2022-10-06T03:00:00+02:00","Jarosław, ul. Pruchnicka",5.01722,"µg/m³","PL"
"1640","2022-10-06T06:30:00+05:30","Govt. High School Shikarpur, Patna - BSPCB",11.8,"µg/m³","IN"
"1641","2022-10-06T06:30:00+05:30","Victoria, Kolkata - WBPCB",6.3,"µg/m³","IN"
"1642","2022-10-06T06:30:00+05:30","Rajbansi Nagar, Patna - BSPCB",13.5,"µg/m³","IN"
"1643","2022-10-05T20:00:00-05:00","BEL-FEVE - Bello - I.E. Fernando Vélez",8.27914,"µg/m³","CO"
"1644","2022-10-06T03:00:00+02:00","Łódź, ul. Czernika",8,"µg/m³","PL"
"1645","2022-10-06T06:30:00+05:30","Industrial Area, Hajipur - BSPCB",10.04,"µg/m³","IN"
"1646","2022-10-06T03:00:00+02:00","Augustów, Uzdrowisko",14.6,"µg/m³","PL"
"1647","2022-10-06T03:00:00+02:00","Płock, ul. Reja",8,"µg/m³","PL"
"1648","2022-10-05T22:00:00-03:00","Arica",23,"µg/m³","CL"
"1649","2022-10-06T03:00:00+02:00","Goczałkowice Zdrój, ul. Parkowa",6.83493,"µg/m³","PL"
"1650","2022-10-06T06:30:00+05:30","Muradpur, Patna - BSPCB",17.4,"µg/m³","IN"
"1651","2022-10-06T03:00:00+02:00","Radom, ul. Tochtermana",8.3,"µg/m³","PL"
"1652","2022-10-06T12:00:00+11:00","Morwell South",7.05,"µg/m³","AU"
"1653","2022-10-06T12:00:00+11:00","Morwell East",0.22,"µg/m³","AU"
"1654","2022-10-05T20:00:00-05:00","ENV-HOSP - Envigado - E.S.E. Santa Gertrudis",13.0027,"µg/m³","CO"
"1655","2022-10-05T20:00:00-05:00","MED-SCRI - Medellín, San Cristobal - Parque Biblioteca Fernando Botero",18.4813,"µg/m³","CO"
"1656","2022-10-05T20:00:00-05:00","SUR-TRAF - Estación Tráfico Sur",27,"µg/m³","CO"
"1657","2022-10-06T03:00:00+02:00","HU0034A",12.18497,"µg/m³","HU"
"1658","2022-10-06T03:00:00+02:00","Piastów, ul. Pułaskiego",8,"µg/m³","PL"
"1659","2022-10-06T11:00:00+10:00","Moranbah (Cunningham Way)",5.4,"µg/m³","AU"
"1660","2022-10-06T12:00:00+11:00","Mooroolbark",4.02,"µg/m³","AU"
"1661","2022-10-06T03:00:00+02:00","Elbląg, ul. Bażyńskiego",11.5944,"µg/m³","PL"
"1662","2022-10-06T06:30:00+05:30","Samanpura, Patna - BSPCB",35.5,"µg/m³","IN"
"1663","2022-10-06T03:00:00+02:00","Moheia Vest",1.333728,"µg/m³","NO"
"1664","2022-10-05T20:00:00-05:00","MED-LAYE - Medellín, El Poblado - Tanques La Ye EPM",19,"µg/m³","CO"
"1665","2022-10-06T12:00:00+11:00","Moe",0.63,"µg/m³","AU"
"1666","2022-10-05T22:00:00-03:00","Concón",19,"µg/m³","CL"
"1667","2022-10-06T03:00:00+02:00","Hjortnes",1.8,"µg/m³","NO"
"1668","2022-10-05T22:00:00-03:00","San Pedro",17,"µg/m³","CL"
"1669","2022-10-06T03:00:00+02:00","Minnesundvegen, Gjøvik",-3.984426,"µg/m³","NO"
"1670","2022-10-06T03:00:00+02:00","Żyrardów, ul. Roosevelta",9.8,"µg/m³","PL"
"1671","2022-10-06T06:30:00+05:30","Mini Secretariat, Charkhi Dadri - HSPCB",69,"µg/m³","IN"
"1672","2022-10-06T11:00:00+10:00","Miles Airport",2.4,"µg/m³","AU"
"1673","2022-10-06T12:00:00+11:00","Footscray",0,"µg/m³","AU"
"1674","2022-10-06T03:00:00+02:00","HU0033A",37.4715075,"µg/m³","HU"
"1675","2022-10-06T03:00:00+02:00","Poznań, ul. Dąbrowskiego",12.1733,"µg/m³","PL"
"1676","2022-10-06T03:00:00+02:00","HU0029A",7.817207,"µg/m³","HU"
"1677","2022-10-06T03:00:00+02:00"," Olsztyn, ul. Puszkina",11.906,"µg/m³","PL"
"1678","2022-10-06T06:30:00+05:30","Thavakkara, Kannur - Kerala PCB",35.7,"µg/m³","IN"
"1679","2022-10-06T03:00:00+02:00","Warszawa, ul. Bajkowa",12.3,"µg/m³","PL"
"1680","2022-10-06T12:00:00+11:00","Melton",14.85,"µg/m³","AU"
"1681","2022-10-06T03:00:00+02:00","Kraków, Aleja Krasińskiego",22.4123,"µg/m³","PL"
"1682","2022-10-06T12:00:00+11:00","Melbourne CBD",3.23,"µg/m³","AU"
"1683","2022-10-06T03:00:00+02:00","Wschowa ul. Kazimierza Wielkiego",11.0055,"µg/m³","PL"
"1684","2022-10-06T03:00:00+02:00","Gdańsk, ul. Leczkowa",19.3692,"µg/m³","PL"
"1685","2022-10-06T03:00:00+02:00","Kościerzyna, ul. Targowa",9.74633,"µg/m³","PL"
"1686","2022-10-06T12:00:00+11:00","Point Cook",3.43,"µg/m³","AU"
"1687","2022-10-06T03:00:00+02:00","HU0026A",24.2132925,"µg/m³","HU"
"1688","2022-10-06T03:00:00+02:00","HU0025A",6.1036548,"µg/m³","HU"
"1689","2022-10-06T12:00:00+11:00","Traralgon",2.6,"µg/m³","AU"
"1690","2022-10-06T03:00:00+02:00","Loddefjord",5.215575,"µg/m³","NO"
"1691","2022-10-06T03:00:00+02:00","Warszawa, ul. Chrościckiego",9.7,"µg/m³","PL"
"1692","2022-10-06T03:00:00+02:00","Manglerud",2.5,"µg/m³","NO"
"1693","2022-10-06T03:00:00+02:00","HU0024A",9.2411633,"µg/m³","HU"
"1694","2022-10-06T03:00:00+02:00","Zamość, ul. Hrubieszowska",7,"µg/m³","PL"
"1695","2022-10-05T20:00:00-05:00","EST-HOSP - La Estrella - Hospital",6,"µg/m³","CO"
"1696","2022-10-06T06:30:00+05:30","Manali Village, Chennai - TNPCB",0,"µg/m³","IN"
"1697","2022-10-05T20:00:00-05:00","MED-BEME - Medellin, Belén - I.E Pedro Justo Berrio",20.4064,"µg/m³","CO"
"1698","2022-10-05T20:00:00-05:00","CEN-TRAF - Estación Tráfico Centro",19,"µg/m³","CO"
"1699","2022-10-05T20:00:00-05:00","MED-ALTA - Medellín, Altavista - I.E. Pedro Octavio Amado",15.4351,"µg/m³","CO"
"1700","2022-10-06T03:00:00+02:00","Schancheholen",4.895237,"µg/m³","NO"
"1701","2022-10-05T22:00:00-03:00","Los Maitenes",15,"µg/m³","CL"
"1702","2022-10-05T20:00:00-05:00","CAL-JOAR - Caldas - E U Joaquín Aristizabal",13.2109,"µg/m³","CO"
"1703","2022-10-06T03:00:00+02:00","Bygdøy Alle",1,"µg/m³","NO"
"1704","2022-10-06T03:00:00+02:00","Warszawa, al. Niepodległości",11.5,"µg/m³","PL"
"1705","2022-10-06T06:30:00+05:30","Buddha Colony, Muzaffarpur - BSPCB",29.06,"µg/m³","IN"
"1706","2022-10-06T03:00:00+02:00","Bryn skole",0.883561,"µg/m³","NO"
"1707","2022-10-06T06:30:00+05:30","Sector-51, Gurugram - HSPCB",16.1,"µg/m³","IN"
"1708","2022-10-06T06:30:00+05:30","Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",33,"µg/m³","IN"
"1709","2022-10-06T12:00:00+11:00","Brooklyn",4.62,"µg/m³","AU"
"1710","2022-10-06T03:00:00+02:00","Kongens gate",0.599756,"µg/m³","NO"
"1711","2022-10-06T03:00:00+02:00","Elgeseter",2.309663,"µg/m³","NO"
"1712","2022-10-06T12:00:00+11:00","Box Hill",0.34,"µg/m³","AU"
"1713","2022-10-06T03:00:00+02:00","Borsukowizna, Szkółka Leśna",11.4,"µg/m³","PL"
"1714","2022-10-06T06:30:00+05:30","Ghusuri, Howrah - WBPCB",4.65,"µg/m³","IN"
"1715","2022-10-06T11:00:00+10:00","Emerald",4.7,"µg/m³","AU"
"1716","2022-10-06T03:00:00+02:00","Konstancin-Jeziorna, ul. Wierzejewskiego",9.1,"µg/m³","PL"
"1717","2022-10-06T03:00:00+02:00","HU0022A",15.84716,"µg/m³","HU"
"1718","2022-10-06T03:00:00+02:00","Vangsveien, Hamar",3.197097,"µg/m³","NO"
"1719","2022-10-06T03:00:00+02:00","RS0032A",15.92,"µg/m³","RS"
"1720","2022-10-06T06:30:00+05:30","Bidhannagar, Kolkata - WBPCB",3.5,"µg/m³","IN"
"1721","2022-10-06T03:00:00+02:00","HU0039A",9.0072213,"µg/m³","HU"
"1722","2022-10-05T22:00:00-03:00","La Greda",18,"µg/m³","CL"
"1723","2022-10-06T12:00:00+11:00","Bendigo",0,"µg/m³","AU"
"1724","2022-10-06T03:00:00+02:00","Bekkestua",0.7,"µg/m³","NO"
"1725","2022-10-06T12:00:00+11:00","Geelong South",6.84,"µg/m³","AU"
"1726","2022-10-06T06:30:00+05:30","Bawana, Delhi - DPCC",16,"µg/m³","IN"
"1727","2022-10-06T12:00:00+11:00","Dandenong",3.35,"µg/m³","AU"
"1728","2022-10-06T06:30:00+05:30","Rohini, Delhi - DPCC",9,"µg/m³","IN"
"1729","2022-10-06T03:00:00+02:00","Siedlce, ul. Konarskiego",14.3,"µg/m³","PL"
"1730","2022-10-06T03:00:00+02:00","Danmarks plass",4.326264,"µg/m³","NO"
"1731","2022-10-06T03:00:00+02:00","Bankplassen",2.491389,"µg/m³","NO"
"1732","2022-10-06T03:00:00+02:00","Rolland, Åsane",4.605483,"µg/m³","NO"
"1733","2022-10-06T03:00:00+02:00","Kłodzko, ul. Szkolna",7.38868,"µg/m³","PL"
"1734","2022-10-06T03:00:00+02:00","Backeparken",0.8,"µg/m³","NO"
"1735","2022-10-06T03:00:00+02:00","Smestad",-4.23479,"µg/m³","NO"
"1736","2022-10-06T03:00:00+02:00","Tarnów, ul. Ks. Romana Sitko",6.81572,"µg/m³","PL"
"1737","2022-10-06T06:30:00+05:30","Anand Vihar, Hapur - UPPCB",5,"µg/m³","IN"
"1738","2022-10-06T06:30:00+05:30","Teri Gram, Gurugram - HSPCB",14.6,"µg/m³","IN"
"1739","2022-10-06T06:30:00+05:30","Kalyana Nagara, Chikkamagaluru - KSPCB",37.78,"µg/m³","IN"
"1740","2022-10-06T06:30:00+05:30","Gole Bazar, Katni - MPPCB",23,"µg/m³","IN"
"1741","2022-10-06T06:30:00+05:30","Sector 11, Faridabad - HSPCB",10.4,"µg/m³","IN"
"1742","2022-10-06T06:30:00+05:30","Vijay Nagar, Ramanagara - KSPCB",29,"µg/m³","IN"
"1743","2022-10-06T06:30:00+05:30","City Center, Gwalior - MPPCB",8,"µg/m³","IN"
"1744","2022-10-06T06:30:00+05:30","Sector-12, Karnal - HSPCB",19.19,"µg/m³","IN"
"1745","2022-10-06T06:30:00+05:30","Marhatal, Jabalpur - MPPCB",13,"µg/m³","IN"
"1746","2022-10-06T06:30:00+05:30","Rishi Nagar, Kaithal - HSPCB",42.56,"µg/m³","IN"
"1747","2022-10-06T06:30:00+05:30","PWD Juction, Kohima - NPCB",3,"µg/m³","IN"
"1748","2022-10-06T06:30:00+05:30","Rabindra Sarobar, Kolkata - WBPCB",6,"µg/m³","IN"
"1749","2022-10-06T06:30:00+05:30","T T Nagar, Bhopal - MPPCB",10,"µg/m³","IN"
"1750","2022-10-06T06:30:00+05:30","Kacheripady, Ernakulam - Kerala PCB",11,"µg/m³","IN"
"1751","2022-10-06T06:30:00+05:30","Sahilara, Maihar - KJS Cements",8.26,"µg/m³","IN"
"1752","2022-10-06T06:30:00+05:30","Ballygunge, Kolkata - WBPCB",9.7,"µg/m³","IN"
"1753","2022-10-06T06:30:00+05:30","Khadakpada, Kalyan - MPCB",21.09,"µg/m³","IN"
"1754","2022-10-06T06:30:00+05:30","Sanjay Nagar, Ghaziabad - UPPCB",6,"µg/m³","IN"
"1755","2022-10-06T06:30:00+05:30","Ganga Nagar, Meerut - UPPCB",2,"µg/m³","IN"
"1756","2022-10-06T06:30:00+05:30","Lumpyngngad, Shillong - Meghalaya PCB",2.32,"µg/m³","IN"
"1757","2022-10-06T06:30:00+05:30","ICRISAT Patancheru, Hyderabad - TSPCB",3,"µg/m³","IN"
"1758","2022-10-06T06:30:00+05:30","Gomti Nagar, Lucknow - UPPCB",29,"µg/m³","IN"
"1759","2022-10-06T06:30:00+05:30","Chhoti Gwaltoli, Indore - MPPCB",12,"µg/m³","IN"
"1760","2022-10-06T12:00:00+11:00","Armidale",0.7,"µg/m³","AU"
"1761","2022-10-06T03:00:00+02:00","Łask, ul. Narutowicza",7.5,"µg/m³","PL"
"1762","2022-10-06T06:30:00+05:30","Vinoba Nagara, Shivamogga - KSPCB",23.63,"µg/m³","IN"
"1763","2022-10-06T06:30:00+05:30","Kodungaiyur, Chennai - TNPCB",5,"µg/m³","IN"
"1764","2022-10-06T06:30:00+05:30","Arumbakkam, Chennai - TNPCB",14,"µg/m³","IN"
"1765","2022-10-06T06:30:00+05:30","Stuart Hill, Madikeri - KSPCB",19,"µg/m³","IN"
"1766","2022-10-06T06:30:00+05:30","Sector-19A Nerul, Navi Mumbai - IITM",98.34,"µg/m³","IN"
"1767","2022-10-06T03:00:00+02:00","AT30101",10.5,"µg/m³","AT"
"1768","2022-10-06T03:00:00+02:00","AT30201",7,"µg/m³","AT"
"1769","2022-10-05T18:00:00-07:00","Mountains Edge",4.3,"µg/m³","US"
"1770","2022-10-05T18:00:00-07:00","Virgin Valley",14.3,"µg/m³","US"
"1771","2022-10-06T03:00:00+02:00","Danderydsvägen",1.7,"µg/m³","SE"
"1772","2022-10-06T03:00:00+02:00","FR20037",6.1,"µg/m³","FR"
"1773","2022-10-06T03:00:00+02:00","FR15048",8,"µg/m³","FR"
"1774","2022-10-06T03:00:00+02:00","FR20048",5.1,"µg/m³","FR"
"1775","2022-10-06T06:30:00+05:30","Mulund West, Mumbai - MPCB",17,"µg/m³","IN"
"1776","2022-10-06T03:00:00+02:00","FR15038",11.4,"µg/m³","FR"
"1777","2022-10-06T06:30:00+05:30","Kandivali East, Mumbai - MPCB",14.02,"µg/m³","IN"
"1778","2022-10-06T04:00:00+03:00","Antananarivo",63,"µg/m³","MG"
"1779","2022-10-06T06:30:00+05:30","Pan Bazaar, Guwahati - PCBA",11,"µg/m³","IN"
"1780","2022-10-06T06:30:00+05:30","Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",19.36,"µg/m³","IN"
"1781","2022-10-06T06:30:00+05:30","Haldia, Haldia - WBPCB",6.04,"µg/m³","IN"
"1782","2022-10-06T03:00:00+02:00","Krosno, ul. Kletówki",3.67043,"µg/m³","PL"
"1783","2022-10-05T22:00:00-03:00","Lota rural",18,"µg/m³","CL"
"1784","2022-10-06T06:30:00+05:30","Kadri, Mangalore - KSPCB",15,"µg/m³","IN"
"1785","2022-10-06T06:30:00+05:30","Panchal Nagar, Gadag - KSPCB",14.36,"µg/m³","IN"
"1786","2022-10-06T03:00:00+02:00","Gdynia, ul. Porębskiego",13.748,"µg/m³","PL"
"1787","2022-10-06T03:00:00+02:00","Gdynia, ul. Szafranowa",13.2535,"µg/m³","PL"
"1788","2022-10-06T06:30:00+05:30","Anthoni Pillai Nagar, Gummidipoondi - TNPCB",24,"µg/m³","IN"
"1789","2022-10-06T03:00:00+02:00","Solec Kujawski, ul. gen. Roweckiego",8.9,"µg/m³","PL"
"1790","2022-10-06T06:30:00+05:30","Devaraj Urs Badavane, Davanagere - KSPCB",17,"µg/m³","IN"
"1791","2022-10-05T22:00:00-03:00","Ribeirão Preto",19,"µg/m³","BR"
"1792","2022-10-05T22:00:00-03:00","Mauá",6,"µg/m³","BR"
"1793","2022-10-05T22:00:00-03:00","Limeira",21,"µg/m³","BR"
"1794","2022-10-05T22:00:00-03:00","Santa Gertrudes",1,"µg/m³","BR"
"1795","2022-10-05T22:00:00-03:00","Mooca",9,"µg/m³","BR"
"1796","2022-10-05T22:00:00-03:00","São Caetano do Sul",8,"µg/m³","BR"
"1797","2022-10-05T18:00:00-07:00","Bercut Dr",10,"µg/m³","US"
"1798","2022-10-05T18:00:00-07:00","SLO Roberto",7,"µg/m³","US"
"1799","2022-10-06T03:00:00+02:00","Sierpc, ul. Wiosny Ludów",11,"µg/m³","PL"
"1800","2022-10-14T07:00:00+08:00","Shanghai",15,"µg/m³","CN"
"1801","2022-10-14T00:00:00+01:00","London Bloomsbury",7,"µg/m³","GB"
"1802","2022-10-14T00:00:00+01:00","Camden Kerbside",15,"µg/m³","GB"
"1803","2022-12-31T16:00:00-08:00","SLO Roberto",-1,"µg/m³","US"
"1804","2022-12-31T19:00:00-05:00","WeymouthFR",2,"µg/m³","US"
"1805","2023-01-01T01:00:00+01:00","Vahl skole",78.9,"µg/m³","NO"
"1806","2023-01-01T02:00:00+02:00","Mafikeng-NAQI",6.293,"µg/m³","ZA"
"1807","2023-01-01T00:00:00+00:00","Portsmouth Background AURN",10,"µg/m³","GB"
"1808","2023-01-01T01:00:00+01:00","FR02013",8.9,"µg/m³","FR"
"1809","2023-01-01T02:00:00+02:00","Chisinau",123,"µg/m³","MD"
"1810","2023-01-01T00:00:00+00:00","St Osyth",7,"µg/m³","GB"
"1811","2022-12-31T16:00:00-08:00","Salton Sea Beach",12.4,"µg/m³","US"
"1812","2022-12-31T16:00:00-08:00","Toledo NE Hwy20 & NW",4.3,"µg/m³","US"
"1813","2023-01-01T07:00:00+07:00","Tha Yang Subdistrict Municipality Office",31,"µg/m³","TH"
"1814","2023-01-01T08:00:00+08:00","Beijing US Embassy",7,"µg/m³","CN"
"1815","2023-01-01T01:00:00+01:00","Wekerom-Riemterdijk",66.9904,"µg/m³","NL"
"1816","2023-01-01T01:00:00+01:00","Groningen-Europaweg",237.726,"µg/m³","NL"
"1817","2022-12-31T21:00:00-03:00","Valparaiso",25,"µg/m³","CL"
"1818","2023-01-01T01:00:00+01:00","Rotterdam-Oost Sidelinge A13",73.5,"µg/m³","NL"
"1819","2022-12-31T21:00:00-03:00","Punteras",22,"µg/m³","CL"
"1820","2023-01-01T01:00:00+01:00","De Zilk-Vogelaarsdreef",46.1262,"µg/m³","NL"
"1821","2023-01-01T08:00:00+08:00","Shanghai",83,"µg/m³","CN"
"1822","2023-01-01T08:00:00+08:00","Guangzhou",1,"µg/m³","CN"
"1823","2023-01-01T00:00:00+00:00","London Eltham",6,"µg/m³","GB"
"1824","2023-01-01T00:00:00+00:00","London Bloomsbury",7,"µg/m³","GB"
"1825","2023-01-01T00:00:00+00:00","Camden Kerbside",7,"µg/m³","GB"
"1826","2023-01-01T00:00:00+00:00","Westminster - Marylebone Road",10,"µg/m³","GB"
"1827","2023-01-01T00:00:00+00:00","London N. Kensington",6,"µg/m³","GB"
"1828","2023-01-01T00:00:00+00:00","Bexley - Slade Green",6,"µg/m³","GB"
"1829","2022-12-31T18:00:00-06:00","Houston Deer Park C3",6,"µg/m³","US"
"1830","2022-12-31T17:00:00-07:00","Twin Falls PM25",7,"µg/m³","US"
"1831","2022-12-31T19:00:00-05:00","South Bend-Shields D",16.4,"µg/m³","US"
"1832","2022-12-31T19:00:00-05:00","Lafayette-Greenbush",20.7,"µg/m³","US"
"1833","2022-12-31T18:00:00-06:00","Ogden Dunes",23.7,"µg/m³","US"
"1834","2022-12-31T19:00:00-05:00","Columbus - Rocky For",8.4,"µg/m³","US"
"1835","2022-12-31T19:00:00-05:00","Larwill",18.6,"µg/m³","US"
"1836","2022-12-31T18:00:00-06:00","Gary-IITRI",22.9,"µg/m³","US"
"1837","2022-12-31T19:00:00-05:00","Elkhart-Prairie St.",8,"µg/m³","US"
"1838","2022-12-31T19:00:00-05:00","Kokomo - E. Vaile Av",11.5,"µg/m³","US"
"1839","2022-12-31T19:00:00-05:00","Fishers",14,"µg/m³","US"
"1840","2022-12-31T16:00:00-08:00","Spokane-E Broadway A",4,"µg/m³","US"
"1841","2022-12-31T16:00:00-08:00","Enterprise - US Fore",3.7,"µg/m³","US"
"1842","2022-12-31T18:00:00-06:00","Liberty",10.2,"µg/m³","US"
"1843","2022-12-31T18:00:00-06:00","Troost",23.8,"µg/m³","US"
"1844","2022-12-31T18:00:00-06:00","St. Joseph",13.6,"µg/m³","US"
"1845","2022-12-31T21:00:00-03:00","Los Ángeles Oriente",23,"µg/m³","CL"
"1846","2022-12-31T19:00:00-05:00","Reading Airport",24.9,"µg/m³","US"
"1847","2022-12-31T17:00:00-07:00","Pinedale Gaseous",10,"µg/m³","US"
"1848","2022-12-31T21:00:00-03:00","Mirasol",16,"µg/m³","CL"
"1849","2022-12-31T17:00:00-07:00","St. Lina",13.5,"µg/m³","CA"
"1850","2022-12-31T17:00:00-07:00","Steeper",0.1,"µg/m³","CA"
"1851","2022-12-31T17:00:00-07:00","Bruderheim",73.8,"µg/m³","CA"
"1852","2022-12-31T19:00:00-05:00","Indpls - I-70 E",21.3,"µg/m³","US"
"1853","2022-12-31T18:00:00-06:00","Texarkana New Boston",8,"µg/m³","US"
"1854","2022-12-31T18:00:00-06:00","Jackson NCORE",9.4,"µg/m³","US"
"1855","2022-12-31T19:00:00-05:00","Miami Fire Station #",8.7,"µg/m³","US"
"1856","2022-12-31T19:00:00-05:00","Homestead Fire Stati",22.8,"µg/m³","US"
"1857","2022-12-31T18:00:00-06:00","Waco C1037",7.8,"µg/m³","US"
"1858","2022-12-31T19:00:00-05:00","St. Marks Wildlife R",4.1,"µg/m³","US"
"1859","2022-12-31T19:00:00-05:00","Lancaster",13.5,"µg/m³","US"
"1860","2022-12-31T19:00:00-05:00","Albemarle HS",7.3,"µg/m³","US"
"1861","2022-12-31T18:00:00-06:00","Estaci�n Bomberos",13.4,"µg/m³","MX"
"1862","2022-12-31T17:00:00-07:00","Patricia McInnes",16,"µg/m³","CA"
"1863","2022-12-31T19:00:00-05:00","Tonawanda II",9.1,"µg/m³","US"
"1864","2022-12-31T21:00:00-03:00","Colegio Pedro Vergara Keller",20,"µg/m³","CL"
"1865","2022-12-31T18:00:00-06:00","Hamshire C64",6,"µg/m³","US"
"1866","2022-12-31T18:00:00-06:00","Shuttlesworth",6.9,"µg/m³","US"
"1867","2022-12-31T16:00:00-08:00","Red Bluff - Walnut o",3,"µg/m³","US"
"1868","2022-12-31T17:00:00-07:00","Elk Island",29.3,"µg/m³","CA"
"1869","2022-12-31T17:00:00-07:00","Malta",7.1,"µg/m³","US"
"1870","2022-12-31T19:00:00-05:00","Newburgh",6.1,"µg/m³","US"
"1871","2022-12-31T19:00:00-05:00","CCNY",16.1,"µg/m³","US"
"1872","2022-12-31T17:00:00-07:00","RED DEER RIVERSIDE D",3.8,"µg/m³","CA"
"1873","2022-12-31T19:00:00-05:00","Rockland Cty",9.7,"µg/m³","US"
"1874","2022-12-31T21:00:00-03:00","Puren",26,"µg/m³","CL"
"1875","2022-12-31T17:00:00-07:00","West Phoenix",7.3,"µg/m³","US"
"1876","2022-12-31T21:00:00-03:00","Liceo Polivalente",20,"µg/m³","CL"
"1877","2022-12-31T17:00:00-07:00","North Phoenix",10.5,"µg/m³","US"
"1878","2022-12-31T19:00:00-05:00","Narragansett",0,"µg/m³","US"
"1879","2022-12-31T19:00:00-05:00","Boston - Roxbury",8,"µg/m³","US"
"1880","2022-12-31T19:00:00-05:00","Boston-Von Hillern",9,"µg/m³","US"
"1881","2022-12-31T17:00:00-07:00","Bozeman High School",5.8,"µg/m³","US"
"1882","2022-12-31T17:00:00-07:00","Beaverlodge",6.7,"µg/m³","CA"
"1883","2022-12-31T17:00:00-07:00","Broadus",-1.6,"µg/m³","US"
"1884","2022-12-31T19:00:00-05:00","Brockton",5,"µg/m³","US"
"1885","2022-12-31T17:00:00-07:00","Hamilton PS 46",1.8,"µg/m³","US"
"1886","2022-12-31T19:00:00-05:00","Portsmouth",10.6,"µg/m³","US"
