"","date.local","location","value","unit","country"
"1","2016-01-31T18:00:00+01:00","Rotterdam-Oost Sidelinge A13",6.8,"µg/m³","NL"
"2","2016-01-31T18:00:00+01:00","De Zilk-Vogelaarsdreef",4.10873333333333,"µg/m³","NL"
"3","2022-10-06T09:00:00+08:00","Beijing US Embassy",8,"µg/m³","CN"
"4","2022-10-06T03:00:00+02:00","Wekerom-Riemterdijk",4.37134,"µg/m³","NL"
"5","2022-10-06T03:00:00+02:00","Groningen-Europaweg",4.633,"µg/m³","NL"
"6","2022-10-05T22:00:00-03:00","Valparaiso",19,"µg/m³","CL"
"7","2022-10-06T03:00:00+02:00","Rotterdam-Oost Sidelinge A13",-999,"µg/m³","NL"
"8","2022-10-05T22:00:00-03:00","Punteras",18,"µg/m³","CL"
"9","2022-10-06T03:00:00+02:00","De Zilk-Vogelaarsdreef",6.40484,"µg/m³","NL"
"10","2022-10-06T09:00:00+08:00","Shanghai",8,"µg/m³","CN"
"11","2022-10-06T09:00:00+08:00","Guangzhou",13,"µg/m³","CN"
"12","2022-10-06T02:00:00+01:00","London Bloomsbury",5,"µg/m³","GB"
"13","2022-10-06T02:00:00+01:00","Camden Kerbside",6,"µg/m³","GB"
"14","2022-10-06T02:00:00+01:00","Westminster - Marylebone Road",8,"µg/m³","GB"
"15","2022-10-06T02:00:00+01:00","London N. Kensington",4,"µg/m³","GB"
"16","2022-10-06T02:00:00+01:00","Bexley - Slade Green",5.5,"µg/m³","GB"
"17","2022-10-06T02:00:00+01:00","London Teddington Bushy Park",6,"µg/m³","GB"
"18","2022-10-06T02:00:00+01:00","London Harlington",3,"µg/m³","GB"
"19","2022-10-05T19:00:00-06:00","Twin Falls PM25",8,"µg/m³","US"
"20","2022-10-05T21:00:00-04:00","South Bend-Shields D",11.8,"µg/m³","US"
"21","2022-10-05T21:00:00-04:00","Larwill",5,"µg/m³","US"
"22","2022-10-05T21:00:00-04:00","Elkhart-Prairie St.",11,"µg/m³","US"
"23","2022-10-05T21:00:00-04:00","Fishers",13,"µg/m³","US"
"24","2022-10-05T18:00:00-07:00","Spokane-E Broadway A",11,"µg/m³","US"
"25","2022-10-05T18:00:00-07:00","Enterprise - US Fore",20,"µg/m³","US"
"26","2022-10-05T20:00:00-05:00","Liberty",4.5,"µg/m³","US"
"27","2022-10-05T20:00:00-05:00","Troost",9,"µg/m³","US"
"28","2022-10-05T20:00:00-05:00","St. Joseph",5,"µg/m³","US"
"29","2022-10-05T22:00:00-03:00","Los Ángeles Oriente",19,"µg/m³","CL"
"30","2022-10-05T21:00:00-04:00","Reading Airport",4.8,"µg/m³","US"
"31","2022-10-05T19:00:00-06:00","Pinedale Gaseous",2,"µg/m³","US"
"32","2022-10-05T22:00:00-03:00","Mirasol",28,"µg/m³","CL"
"33","2022-10-05T21:00:00-04:00","Indpls - I-70 E",24.6,"µg/m³","US"
"34","2022-10-05T20:00:00-05:00","Jackson NCORE",17.4,"µg/m³","US"
"35","2022-10-05T20:00:00-05:00","Waco C1037",13.7,"µg/m³","US"
"36","2022-10-05T21:00:00-04:00","Lancaster",5,"µg/m³","US"
"37","2022-10-05T21:00:00-04:00","Albemarle HS",3.3,"µg/m³","US"
"38","2022-10-05T21:00:00-04:00","Tonawanda II",9.9,"µg/m³","US"
"39","2022-10-05T22:00:00-03:00","Colegio Pedro Vergara Keller",16,"µg/m³","CL"
"40","2022-10-05T20:00:00-05:00","Shuttlesworth",8.8,"µg/m³","US"
"41","2022-10-05T18:00:00-07:00","Red Bluff - Walnut o",3,"µg/m³","US"
"42","2022-10-05T18:00:00-07:00","Porthill",12.9,"µg/m³","US"
"43","2022-10-05T18:00:00-07:00","Mt Hall",21.8,"µg/m³","US"
"44","2022-10-05T19:00:00-06:00","Malta",12.6,"µg/m³","US"
"45","2022-10-05T21:00:00-04:00","Newburgh",8.6,"µg/m³","US"
"46","2022-10-05T21:00:00-04:00","CCNY",1.8,"µg/m³","US"
"47","2022-10-05T21:00:00-04:00","Rockland Cty",-0.4,"µg/m³","US"
"48","2022-10-05T22:00:00-03:00","Puren",31,"µg/m³","CL"
"49","2022-10-06T06:30:00+05:30","Zoo Park, Hyderabad - TSPCB",32,"µg/m³","IN"
"50","2022-10-05T18:00:00-07:00","West Phoenix",3,"µg/m³","US"
"51","2022-10-05T22:00:00-03:00","Liceo Polivalente",23,"µg/m³","CL"
"52","2022-10-05T21:00:00-04:00","Saint-Faustin-Lac-Ca",6.1,"µg/m³","CA"
"53","2022-10-05T18:00:00-07:00","North Phoenix",2.6,"µg/m³","US"
"54","2022-10-05T21:00:00-04:00","Narragansett",2,"µg/m³","US"
"55","2022-10-05T19:00:00-06:00","Bozeman High School",5.9,"µg/m³","US"
"56","2022-10-05T19:00:00-06:00","Broadus",11,"µg/m³","US"
"57","2022-10-05T19:00:00-06:00","Hamilton PS 46",5.9,"µg/m³","US"
"58","2022-10-05T21:00:00-04:00","Portsmouth",3,"µg/m³","US"
"59","2022-10-05T21:00:00-04:00","Qu�bec - �cole Les P",11,"µg/m³","CA"
"60","2022-10-05T21:00:00-04:00","Saint-Z�phirin-de-Co",8.7,"µg/m³","CA"
"61","2022-10-05T19:00:00-06:00","Butte Greely School",3,"µg/m³","US"
"62","2022-10-05T21:00:00-04:00","B�cancour",11,"µg/m³","CA"
"63","2022-10-05T19:00:00-06:00","Columbia Falls",13,"µg/m³","US"
"64","2022-10-05T19:00:00-06:00","Seeley Elementary Sc",4.3,"µg/m³","US"
"65","2022-10-05T19:00:00-06:00","French Town - Beckwi",13.9,"µg/m³","US"
"66","2022-10-05T21:00:00-04:00","W Greenwich",-1,"µg/m³","US"
"67","2022-10-05T19:00:00-06:00","NCORE",1.7,"µg/m³","US"
"68","2022-10-05T18:00:00-07:00","South Phoenix",3,"µg/m³","US"
"69","2022-10-05T18:00:00-07:00","Tempe",2.6,"µg/m³","US"
"70","2022-10-05T19:00:00-06:00","Missoula Boyd Park",6.3,"µg/m³","US"
"71","2022-10-05T19:00:00-06:00","Great Falls Overlook",7.8,"µg/m³","US"
"72","2022-10-05T18:00:00-07:00","Mesa - Brooks Reserv",2.5,"µg/m³","US"
"73","2022-10-05T18:00:00-07:00","Grass Valley",7.7,"µg/m³","US"
"74","2022-10-05T18:00:00-07:00","Glendale Community C",2.1,"µg/m³","US"
"75","2022-10-05T19:00:00-06:00","Lewistown",9.3,"µg/m³","US"
"76","2022-10-05T21:00:00-04:00","E Providence",2,"µg/m³","US"
"77","2022-10-05T18:00:00-07:00","Durango Complex",1.7,"µg/m³","US"
"78","2022-10-05T19:00:00-06:00","Libby Courthouse",5,"µg/m³","US"
"79","2022-10-05T20:00:00-05:00","Pedregal",12,"µg/m³","MX"
"80","2022-10-05T22:00:00-03:00","Parque O'Higgins",21,"µg/m³","CL"
"81","2022-10-05T22:00:00-03:00","Punta Arenas",13,"µg/m³","CL"
"82","2022-10-05T18:00:00-07:00","Alamo Lake",3,"µg/m³","US"
"83","2022-10-05T18:00:00-07:00","Phoenix JLG Supersit",1,"µg/m³","US"
"84","2022-10-05T18:00:00-07:00","Yuma Supersite",22,"µg/m³","US"
"85","2022-10-05T18:00:00-07:00","Nogales Post Office",5,"µg/m³","US"
"86","2022-10-05T22:00:00-03:00","Huasco Sivica",13,"µg/m³","CL"
"87","2022-10-05T18:00:00-07:00","Colfax",8,"µg/m³","US"
"88","2022-10-05T21:00:00-04:00","Rochester",7.1,"µg/m³","US"
"89","2022-10-05T21:00:00-04:00","Manhattan/IS143",2.1,"µg/m³","US"
"90","2022-10-05T18:00:00-07:00","Woodland",10,"µg/m³","US"
"91","2022-10-05T21:00:00-04:00","Bronx - IS52",4.9,"µg/m³","US"
"92","2022-10-05T21:00:00-04:00","Maspeth",4.2,"µg/m³","US"
"93","2022-10-05T21:00:00-04:00","White Plains",0.8,"µg/m³","US"
"94","2022-10-05T21:00:00-04:00","ATHENS",8,"µg/m³","US"
"95","2022-10-05T18:00:00-07:00","Vacaville",4,"µg/m³","US"
"96","2022-10-05T20:00:00-05:00","HVILLE",5,"µg/m³","US"
"97","2022-10-05T18:00:00-07:00","Chester BAM",7,"µg/m³","US"
"98","2022-10-05T18:00:00-07:00","Tahoe City",0,"µg/m³","US"
"99","2022-10-05T18:00:00-07:00","Truckee BAM",5,"µg/m³","US"
"100","2022-10-05T21:00:00-04:00","Albany",8.2,"µg/m³","US"
"101","2022-10-05T18:00:00-07:00","Auburn",5,"µg/m³","US"
"102","2022-10-05T21:00:00-04:00","Buffalo",8.7,"µg/m³","US"
"103","2022-10-05T18:00:00-07:00","Portola",7,"µg/m³","US"
"104","2022-10-05T20:00:00-05:00","DYERSBURG",4,"µg/m³","US"
"105","2022-10-05T21:00:00-04:00","Queens",5,"µg/m³","US"
"106","2022-10-05T18:00:00-07:00","Rio Vista",13,"µg/m³","US"
"107","2022-10-05T21:00:00-04:00","Holtsville",0.5,"µg/m³","US"
"108","2022-10-05T20:00:00-05:00","Estaci�n Seguridad P",43.1,"µg/m³","MX"
"109","2022-10-05T22:00:00-03:00","Las Encinas Temuco",30,"µg/m³","CL"
"110","2022-10-05T22:00:00-03:00","WELLINGTON",3.6,"µg/m³","CA"
"111","2022-10-05T22:00:00-03:00","La Serena",16,"µg/m³","CL"
"112","2022-10-05T21:00:00-04:00","DCNearRoad",5,"µg/m³","US"
"113","2022-10-05T21:00:00-04:00","Holbrook",4.7,"µg/m³","US"
"114","2022-10-05T22:00:00-03:00","Copiapo Sivica",14,"µg/m³","CL"
"115","2022-10-06T02:00:00+01:00","Southampton Centre",6,"µg/m³","GB"
"116","2022-10-05T22:00:00-03:00","Club Deportivo 23 de Marzo",15,"µg/m³","CL"
"117","2022-10-05T20:00:00-05:00","Huntsville Old Airpo",9.6,"µg/m³","US"
"118","2022-10-05T20:00:00-05:00","PERKINSTOWN",8.7,"µg/m³","US"
"119","2022-10-05T18:00:00-07:00","Anacortes-202 Ave (S",7,"µg/m³","US"
"120","2022-10-05T19:00:00-06:00","Ketchum",4,"µg/m³","US"
"121","2022-10-05T18:00:00-07:00","Winthrop-Chewuch Rd",16.8,"µg/m³","US"
"122","2022-10-05T22:00:00-03:00","AYLESFORD MOUNTAIN",4.2,"µg/m³","CA"
"123","2022-10-05T18:00:00-07:00","Colville-E 1st St",13,"µg/m³","US"
"124","2022-10-05T22:30:00-02:-30","Mount Pearl",4.3,"µg/m³","CA"
"125","2022-10-06T02:00:00+01:00","Newport",5,"µg/m³","GB"
"126","2022-10-05T22:00:00-03:00","INIA, Chillán",31,"µg/m³","CL"
"127","2022-10-05T19:00:00-06:00","Rangely, CO",6,"µg/m³","US"
"128","2022-10-05T21:00:00-04:00","AIR LAB",6.2,"µg/m³","US"
"129","2022-10-06T02:00:00+01:00","Barnstaple A39",6,"µg/m³","GB"
"130","2022-10-05T20:00:00-05:00","STILWELL CASTNET & N",17,"µg/m³","US"
"131","2022-10-05T19:00:00-06:00","Badlands",5.6,"µg/m³","US"
"132","2022-10-05T19:00:00-06:00","Credit Union",8.1,"µg/m³","US"
"133","2022-10-05T19:00:00-06:00","South Valley",3.7,"µg/m³","US"
"134","2022-10-05T21:00:00-04:00","Beaver Falls",8.3,"µg/m³","US"
"135","2022-10-05T19:00:00-06:00","WIND CAVE",3.6,"µg/m³","US"
"136","2022-10-05T20:00:00-05:00","Watertown",11,"µg/m³","US"
"137","2022-10-05T20:00:00-05:00","Research Farm",4.3,"µg/m³","US"
"138","2022-10-05T18:00:00-07:00","Otay Mesa - Donovan",18.3,"µg/m³","US"
"139","2022-10-05T21:00:00-04:00","Brigantine",4.2,"µg/m³","US"
"140","2022-10-05T22:00:00-03:00","Rancagua II",35,"µg/m³","CL"
"141","2022-10-05T21:00:00-04:00","Fort Lee Near Road",3.6,"µg/m³","US"
"142","2022-10-05T21:00:00-04:00","Burdens Creek",3.7,"µg/m³","US"
"143","2022-10-05T19:00:00-06:00","McCall",17,"µg/m³","US"
"144","2022-10-05T18:00:00-07:00","Davis - UCD Campus",7.4,"µg/m³","US"
"145","2022-10-05T18:00:00-07:00","Chico -  East",16,"µg/m³","US"
"146","2022-10-05T18:00:00-07:00","Willows-Colusa",12,"µg/m³","US"
"147","2022-10-05T18:00:00-07:00","Fresno - Garland",8,"µg/m³","US"
"148","2022-10-05T21:00:00-04:00","PORT HURON",8.5,"µg/m³","US"
"149","2022-10-05T21:00:00-04:00","Portland - Deering O",4,"µg/m³","US"
"150","2022-10-05T20:00:00-05:00","West Duluth",2,"µg/m³","US"
"151","2022-10-05T21:00:00-04:00","Rahway PM",1,"µg/m³","US"
"152","2022-10-05T18:00:00-07:00","Seattle-10th & Welle",16,"µg/m³","US"
"153","2022-10-05T20:00:00-05:00","Lake Sugema",6,"µg/m³","US"
"154","2022-10-05T21:00:00-04:00","Athens",13.6,"µg/m³","US"
"155","2022-10-05T21:00:00-04:00","ETOWN2",6.3,"µg/m³","US"
"156","2022-10-05T18:00:00-07:00","Burns - Washington S",2.8,"µg/m³","US"
"157","2022-10-05T22:00:00-03:00","Coyhaique II",24,"µg/m³","CL"
"158","2022-10-05T21:00:00-04:00","Trenton",4.6,"µg/m³","US"
"159","2022-10-05T21:00:00-04:00","Rider University",0.4,"µg/m³","US"
"160","2022-10-05T22:00:00-03:00","Universidad de Talca",15,"µg/m³","CL"
"161","2022-10-05T21:00:00-04:00","Camden Spruce St",3.9,"µg/m³","US"
"162","2022-10-05T21:00:00-04:00","Elizabeth Trailer",6.3,"µg/m³","US"
"163","2022-10-05T21:00:00-04:00","NEWTWN",7.2,"µg/m³","US"
"164","2022-10-05T22:00:00-03:00","Viña del Mar",18,"µg/m³","CL"
"165","2022-10-05T21:00:00-04:00","Flemington",2.2,"µg/m³","US"
"166","2022-10-05T21:00:00-04:00","Columbia",2.6,"µg/m³","US"
"167","2022-10-05T21:00:00-04:00","Columbus Airport",6.2,"µg/m³","US"
"168","2022-10-05T21:00:00-04:00","Rutgers University",2.5,"µg/m³","US"
"169","2022-10-05T18:00:00-07:00","Langdale Elementary",11,"µg/m³","CA"
"170","2022-10-05T22:00:00-03:00","Valdivia",31,"µg/m³","CL"
"171","2022-10-05T21:00:00-04:00","Millville",3.3,"µg/m³","US"
"172","2022-10-05T22:00:00-03:00","Rancagua I",27,"µg/m³","CL"
"173","2022-10-05T18:00:00-07:00","Prineville - Davidso",6.7,"µg/m³","US"
"174","2022-10-05T21:00:00-04:00","Presque Isle Riversi",6,"µg/m³","US"
"175","2022-10-05T21:00:00-04:00","Padonia",6,"µg/m³","US"
"176","2022-10-05T21:00:00-04:00","Painesville",8,"µg/m³","US"
"177","2022-10-05T21:00:00-04:00","Preble NCore",10.2,"µg/m³","US"
"178","2022-10-05T18:00:00-07:00","Pendleton - McKay Cr",12.4,"µg/m³","US"
"179","2022-10-05T21:00:00-04:00","Pepsi Place",9.7,"µg/m³","US"
"180","2022-10-05T21:00:00-04:00","Peterborough",16,"µg/m³","CA"
"181","2022-10-05T20:00:00-05:00","Pierre",3,"µg/m³","US"
"182","2022-10-05T18:00:00-07:00","Pinehurst",7,"µg/m³","US"
"183","2022-10-05T21:00:00-04:00","Piney Run",1,"µg/m³","US"
"184","2022-10-05T18:00:00-07:00","Plummer CDA Tribe",8,"µg/m³","US"
"185","2022-10-05T19:00:00-06:00","Pocatello Garrett an",2,"µg/m³","US"
"186","2022-10-05T20:00:00-05:00","Ponca City",15,"µg/m³","US"
"187","2022-10-05T21:00:00-04:00","Port Stanley",14,"µg/m³","CA"
"188","2022-10-05T18:00:00-07:00","Portland - SE Lafaye",10.7,"µg/m³","US"
"189","2022-10-05T18:00:00-07:00","Portland - Sauvie Is",12.5,"µg/m³","US"
"190","2022-10-05T20:00:00-05:00","Potosi",7.3,"µg/m³","US"
"191","2022-10-05T21:00:00-04:00","Hamilton Downtown",18,"µg/m³","CA"
"192","2022-10-05T21:00:00-04:00","Hagerstown",2,"µg/m³","US"
"193","2022-10-05T21:00:00-04:00","Irmo",7.9,"µg/m³","US"
"194","2022-10-05T21:00:00-04:00","ODOT Ironton",5.4,"µg/m³","US"
"195","2022-10-05T21:00:00-04:00","Johnstown",7.9,"µg/m³","US"
"196","2022-10-05T21:00:00-04:00","HU-Beltsville",4,"µg/m³","US"
"197","2022-10-05T21:00:00-04:00","HOUGHTON LAKE",11.9,"µg/m³","US"
"198","2022-10-05T18:00:00-07:00","Jean",4.2,"µg/m³","US"
"199","2022-10-05T21:00:00-04:00","HAZ2",6.2,"µg/m³","US"
"200","2022-10-05T21:00:00-04:00","Hattie Avenue",6.3,"µg/m³","US"
"201","2022-10-05T20:00:00-05:00","HARRINGTON BCH",7.5,"µg/m³","US"
"202","2022-10-05T21:00:00-04:00","Harrisburg",6.5,"µg/m³","US"
"203","2022-10-05T21:00:00-04:00","HAMPTON",3.5,"µg/m³","US"
"204","2022-10-05T18:00:00-07:00","John Day Dayton St",5.6,"µg/m³","US"
"205","2022-10-05T21:00:00-04:00","Gwinnett Tech",6.8,"µg/m³","US"
"206","2022-10-05T21:00:00-04:00","Howard County Near R",3,"µg/m³","US"
"207","2022-10-05T21:00:00-04:00","KALAMAZOO",15.1,"µg/m³","US"
"208","2022-10-05T21:00:00-04:00","KILLENS",4.6,"µg/m³","US"
"209","2022-10-05T21:00:00-04:00","ALLEN PARK",18.2,"µg/m³","US"
"210","2022-10-05T21:00:00-04:00","Groton",2.2,"µg/m³","US"
"211","2022-10-05T21:00:00-04:00","Kittanning",7.3,"µg/m³","US"
"212","2022-10-05T20:00:00-05:00","ALSIP",15.7,"µg/m³","US"
"213","2022-10-05T21:00:00-04:00","Altoona",4.1,"µg/m³","US"
"214","2022-10-05T21:00:00-04:00","Greenville-ESC",7.3,"µg/m³","US"
"215","2022-10-05T18:00:00-07:00","GreenValley",4.3,"µg/m³","US"
"216","2022-10-05T18:00:00-07:00","Green Valley",6,"µg/m³","US"
"217","2022-10-05T20:00:00-05:00","APPLETON AAL",7.3,"µg/m³","US"
"218","2022-10-05T19:00:00-06:00","Greeley Hospital",4.3,"µg/m³","US"
"219","2022-10-05T21:00:00-04:00","Arendtsville",3.8,"µg/m³","US"
"220","2022-10-05T20:00:00-05:00","Arnold West",6.5,"µg/m³","US"
"221","2022-10-05T21:00:00-04:00","Horn Point",7,"µg/m³","US"
"222","2022-10-05T18:00:00-07:00","Grants Pass - Parksi",48.6,"µg/m³","US"
"223","2022-10-05T18:00:00-07:00","Grangeville",9,"µg/m³","US"
"224","2022-10-05T20:00:00-05:00","Grand Portage",5,"µg/m³","US"
"225","2022-10-05T19:00:00-06:00","Grand Junction - Pow",4.2,"µg/m³","US"
"226","2022-10-05T21:00:00-04:00","Grand Bend",1,"µg/m³","CA"
"227","2022-10-05T18:00:00-07:00","Goleta",7,"µg/m³","US"
"228","2022-10-05T18:00:00-07:00","Keeler",5.5,"µg/m³","US"
"229","2022-10-05T20:00:00-05:00","Glenpool",9.4,"µg/m³","US"
"230","2022-10-05T18:00:00-07:00","Kennewick-Metaline",16.7,"µg/m³","US"
"231","2022-10-05T18:00:00-07:00","Glendora - Laurel",20.2,"µg/m³","US"
"232","2022-10-05T18:00:00-07:00","Kensington Park",10,"µg/m³","CA"
"233","2022-10-05T18:00:00-07:00","Kent-James & Central",19,"µg/m³","US"
"234","2022-10-05T18:00:00-07:00","Gilory - 9th Street",10,"µg/m³","US"
"235","2022-10-05T21:00:00-04:00","Kitchener",12,"µg/m³","CA"
"236","2022-10-05T18:00:00-07:00","Kitimat Riverlodge",4,"µg/m³","CA"
"237","2022-10-05T18:00:00-07:00","Klamath Falls - Pete",8.1,"µg/m³","US"
"238","2022-10-05T19:00:00-06:00","Garden Valley",1,"µg/m³","US"
"239","2022-10-05T17:00:00-08:00","Garden",3,"µg/m³","US"
"240","2022-10-05T20:00:00-05:00","GREEN BAY E HIGH",8.6,"µg/m³","US"
"241","2022-10-05T21:00:00-04:00","Greensburg",4.9,"µg/m³","US"
"242","2022-10-05T21:00:00-04:00","GRAND RAPIDS",8.6,"µg/m³","US"
"243","2022-10-05T20:00:00-05:00","GPORT YC",7.2,"µg/m³","US"
"244","2022-10-05T20:00:00-05:00","GC_MAD",4,"µg/m³","US"
"245","2022-10-05T18:00:00-07:00","Abbotsford Airport",18.8,"µg/m³","CA"
"246","2022-10-05T18:00:00-07:00","Aberdeen-Division St",2.1,"µg/m³","US"
"247","2022-10-05T20:00:00-05:00","LACROSSE DOT",5.4,"µg/m³","US"
"248","2022-10-05T21:00:00-04:00","Lancaster DW",19.3,"µg/m³","US"
"249","2022-10-05T18:00:00-07:00","Albany - Calapooia S",16.4,"µg/m³","US"
"250","2022-10-05T18:00:00-07:00","Anacortes-Bartholome",7.2,"µg/m³","US"
"251","2022-10-05T19:00:00-06:00","La Casa NCORE - 4545",8.6,"µg/m³","US"
"252","2022-10-05T22:00:00-03:00","La Florida",23,"µg/m³","CL"
"253","2022-10-05T18:00:00-07:00","Anderson",6.1,"µg/m³","US"
"254","2022-10-05T21:00:00-04:00","Anderson-Eastside El",8.9,"µg/m³","US"
"255","2022-10-05T18:00:00-07:00","Lacey-College St",9.5,"µg/m³","US"
"256","2022-10-05T18:00:00-07:00","Lacrosse-Hill St",8.5,"µg/m³","US"
"257","2022-10-05T20:00:00-05:00","Ladue",9.3,"µg/m³","US"
"258","2022-10-05T20:00:00-05:00","Lafayette",18.5,"µg/m³","US"
"259","2022-10-05T22:00:00-03:00","Antofagasta",17,"µg/m³","CL"
"260","2022-10-05T20:00:00-05:00","Horicon Wildlife Are",7.8,"µg/m³","US"
"261","2022-10-05T18:00:00-07:00","Arden Arcade - Del P",8,"µg/m³","US"
"262","2022-10-05T19:00:00-06:00","Ascarate Park Southe",13.8,"µg/m³","US"
"263","2022-10-05T21:00:00-04:00","GARINGER",11,"µg/m³","US"
"264","2022-10-05T18:00:00-07:00","Lakeview - Center &",3,"µg/m³","US"
"265","2022-10-05T18:00:00-07:00","Atascadero2",6,"µg/m³","US"
"266","2022-10-05T21:00:00-04:00","GANDY",5.9,"µg/m³","US"
"267","2022-10-05T20:00:00-05:00","Lakeville - Near Roa",15.4,"µg/m³","US"
"268","2022-10-05T20:00:00-05:00","GADSDEN",-1,"µg/m³","US"
"269","2022-10-05T18:00:00-07:00","Laney College",1,"µg/m³","US"
"270","2022-10-05T19:00:00-06:00","Ft. Collins - CSU Fa",5.8,"µg/m³","US"
"271","2022-10-05T21:00:00-04:00","Lawrenceville",10.1,"µg/m³","US"
"272","2022-10-05T20:00:00-05:00","Lawton North",9.9,"µg/m³","US"
"273","2022-10-05T20:00:00-05:00","French Settlement",8.6,"µg/m³","US"
"274","2022-10-05T21:00:00-04:00","BAY CITY",7.1,"µg/m³","US"
"275","2022-10-05T18:00:00-07:00","Yakima-4th Ave",12,"µg/m³","US"
"276","2022-10-05T18:00:00-07:00","Yacolt-Yacolt Rd",6.2,"µg/m³","US"
"277","2022-10-05T20:00:00-05:00","Forest Park",11,"µg/m³","US"
"278","2022-10-05T18:00:00-07:00","Leavenworth-Evans St",57.8,"µg/m³","US"
"279","2022-10-05T21:00:00-04:00","Lebanon",7,"µg/m³","US"
"280","2022-10-05T21:00:00-04:00","Windsor Downtown",18,"µg/m³","US"
"281","2022-10-05T21:00:00-04:00","Williams Middle Scho",10.1,"µg/m³","US"
"282","2022-10-05T18:00:00-07:00","Williams Lake Column",8.4,"µg/m³","CA"
"283","2022-10-05T21:00:00-04:00","Lebanon",5.4,"µg/m³","US"
"284","2022-10-05T20:00:00-05:00","Fond du Lac",8,"µg/m³","US"
"285","2022-10-05T18:00:00-07:00","Folsom",7,"µg/m³","US"
"286","2022-10-05T20:00:00-05:00","Westlake",9.9,"µg/m³","US"
"287","2022-10-05T17:00:00-08:00","Floyd Dryden",2.7,"µg/m³","US"
"288","2022-10-05T20:00:00-05:00","BONDVILLE",11.3,"µg/m³","US"
"289","2022-10-05T20:00:00-05:00","BRAIDWD",7.5,"µg/m³","US"
"290","2022-10-05T20:00:00-05:00","South Broadway",10.8,"µg/m³","US"
"291","2022-10-05T18:00:00-07:00","Wenatchee-Fifth St",94.7,"µg/m³","US"
"292","2022-10-05T18:00:00-07:00","Wellpinit-Spokane Tr",6,"µg/m³","US"
"293","2022-10-05T19:00:00-06:00","Weiser PM25",9.1,"µg/m³","US"
"294","2022-10-05T21:00:00-04:00","Farrell",5.8,"µg/m³","US"
"295","2022-10-05T20:00:00-05:00","Waterloo, Water Towe",5,"µg/m³","US"
"296","2022-10-05T18:00:00-07:00","Lewiston",19,"µg/m³","US"
"297","2022-10-05T21:00:00-04:00","Lewiston",3,"µg/m³","US"
"298","2022-10-05T18:00:00-07:00","Baker City - Forest",8.4,"µg/m³","US"
"299","2022-10-05T21:00:00-04:00","Warner Robins",8.1,"µg/m³","US"
"300","2022-10-05T20:00:00-05:00","Ward",6.2,"µg/m³","US"
"301","2022-10-05T18:00:00-07:00","Walla Walla-12th St",13.5,"µg/m³","US"
"302","2022-10-05T20:00:00-05:00","WYLAM",8.9,"µg/m³","US"
"303","2022-10-05T20:00:00-05:00","WY/KC",7.2,"µg/m³","US"
"304","2022-10-05T18:00:00-07:00","Willits Blosser Lane",1,"µg/m³","US"
"305","2022-10-05T20:00:00-05:00","WAUKESHA - CLEVELAND",11.9,"µg/m³","US"
"306","2022-10-05T21:00:00-04:00","WATSON",7,"µg/m³","US"
"307","2022-10-05T21:00:00-04:00","W OWEN SCH",1,"µg/m³","US"
"308","2022-10-05T21:00:00-04:00","Freemansburg",6.3,"µg/m³","US"
"309","2022-10-05T21:00:00-04:00","FRANCONIA",3.9,"µg/m³","US"
"310","2022-10-05T21:00:00-04:00","Batavia",5.3,"µg/m³","US"
"311","2022-10-05T20:00:00-05:00","Virginia",6,"µg/m³","US"
"312","2022-10-05T18:00:00-07:00","Beaverton - Highland",8.2,"µg/m³","US"
"313","2022-10-05T19:00:00-06:00","Lindon",6.2,"µg/m³","US"
"314","2022-10-05T21:00:00-04:00","Belleville",6,"µg/m³","CA"
"315","2022-10-05T17:00:00-08:00","Hurst Road",2,"µg/m³","US"
"316","2022-10-05T21:00:00-04:00","Bennington",4.5,"µg/m³","US"
"317","2022-10-05T18:00:00-07:00","Livermore - Rincon",10,"µg/m³","US"
"318","2022-10-05T19:00:00-06:00","Vernal #4",4.3,"µg/m³","US"
"319","2022-10-05T18:00:00-07:00","Lompoc H Street",7,"µg/m³","US"
"320","2022-10-05T18:00:00-07:00","Vancouver-NE 84th Av",8,"µg/m³","US"
"321","2022-10-05T18:00:00-07:00","Vallejo",6,"µg/m³","US"
"322","2022-10-05T21:00:00-04:00","London",13,"µg/m³","CA"
"323","2022-10-05T21:00:00-04:00","Valdosta",14.2,"µg/m³","US"
"324","2022-10-05T20:00:00-05:00","Blaine",12,"µg/m³","US"
"325","2022-10-05T20:00:00-05:00","Blue Ridge I-70",1.5,"µg/m³","US"
"326","2022-10-05T18:00:00-07:00","Boundary County",53.9,"µg/m³","US"
"327","2022-10-05T19:00:00-06:00","Boulder - CU - 2102",7.4,"µg/m³","US"
"328","2022-10-05T21:00:00-04:00","Londonderry - Moose",2.4,"µg/m³","US"
"329","2022-10-05T18:00:00-07:00","Lone Pine Paiute/Sho",5.6,"µg/m³","US"
"330","2022-10-05T18:00:00-07:00","Longview-30th Ave",8.2,"µg/m³","US"
"331","2022-10-05T20:00:00-05:00","Brainerd",12,"µg/m³","US"
"332","2022-10-05T20:00:00-05:00","Branch Street",9.4,"µg/m³","US"
"333","2022-10-05T21:00:00-04:00","Brantford",7,"µg/m³","CA"
"334","2022-10-05T19:00:00-06:00","Ute 3",3.2,"µg/m³","US"
"335","2022-10-05T21:00:00-04:00","Bridgeport",3.2,"µg/m³","US"
"336","2022-10-05T21:00:00-04:00","Underhill",3.3,"µg/m³","US"
